Date Time (UTC),Device,Direction,Payload,Approx Lat/Lng,Payload (Text),Length (Bytes),Credits
05/Oct/2019 20:11:08,RockBLOCK 15994,MO,2d31332e352c2020393130392c31363330322c202033362e3936382c2d3132302e3532332c31373234302c302c30,"36.95771666666667,-120.3858","-13.5,  9109,16302,  36.968,-120.523,17240,0,0",46,1
05/Oct/2019 20:07:52,RockBLOCK 15994,MO,2d31332e322c2020393038392c31363331332c202033362e3936372c2d3132302e3535322c31373235372c302c30,"37.0096,-120.57041666666667","-13.2,  9089,16313,  36.967,-120.552,17257,0,0",46,1
05/Oct/2019 20:03:30,RockBLOCK 15994,MO,2d31322e392c2020393130342c31363330352c202033362e3936372c2d3132302e3539332c31373234362c302c30,"37.05365,-120.69366666666667","-12.9,  9104,16305,  36.967,-120.593,17246,0,0",46,1
05/Oct/2019 19:59:11,RockBLOCK 15994,MO,2d31322e352c2020393039352c31363331302c202033362e3936372c2d3132302e3633352c31373235362c302c30,"37.0096,-120.57041666666667","-12.5,  9095,16310,  36.967,-120.635,17256,0,0",46,1
05/Oct/2019 19:55:18,RockBLOCK 15994,MO,2d31322e332c2020393034372c31363333382c202033362e3936352c2d3132302e3637312c31373238382c302c30,"36.96975,-120.60911666666667","-12.3,  9047,16338,  36.965,-120.671,17288,0,0",46,1
05/Oct/2019 19:52:00,RockBLOCK 15994,MO,2d31322e322c2020393033362c31363334352c202033362e3936342c2d3132302e3730332c31373330362c302c30,"36.9153,-120.78659999999999","-12.2,  9036,16345,  36.964,-120.703,17306,0,0",46,1
05/Oct/2019 19:47:36,RockBLOCK 15994,MO,2d31312e392c2020393030392c31363336312c202033362e3936332c2d3132302e3734362c31373331352c302c30,"36.922266666666665,-120.58625","-11.9,  9009,16361,  36.963,-120.746,17315,0,0",46,1
05/Oct/2019 19:44:21,RockBLOCK 15994,MO,2d31312e372c2020383938342c31363337352c202033362e3936302c2d3132302e3737392c31373334342c302c30,"36.91883333333333,-120.68643333333333","-11.7,  8984,16375,  36.960,-120.779,17344,0,0",46,1
05/Oct/2019 19:39:16,RockBLOCK 15994,MO,2d31312e362c2020383933352c31363430352c202033362e3935362c2d3132302e3832352c31373337352c302c30,"36.96275,-120.8096","-11.6,  8935,16405,  36.956,-120.825,17375,0,0",46,1
05/Oct/2019 19:36:05,RockBLOCK 15994,MO,2d31312e342c2020383839362c31363432382c202033362e3935312c2d3132302e3835352c31373339382c302c30,"37.093716666666666,-121.1799","-11.4,  8896,16428,  36.951,-120.855,17398,0,0",46,1
05/Oct/2019 19:32:18,RockBLOCK 15994,MO,2d31312e342c2020383833392c31363436312c202033362e3934352c2d3132302e3838392c31373433312c302c30,"37.01018333333333,-120.83263333333333","-11.4,  8839,16461,  36.945,-120.889,17431,0,0",46,1
05/Oct/2019 19:29:08,RockBLOCK 15994,MO,2d31312e352c2020383832312c31363437322c202033362e3933372c2d3132302e3931382c31373435352c302c30,"36.915416666666665,-121.04846666666667","-11.5,  8821,16472,  36.937,-120.918,17455,0,0",46,1
05/Oct/2019 19:25:58,RockBLOCK 15994,MO,2d31312e372c2020383739392c31363438362c202033362e3932392c2d3132302e3934372c31373436332c302c30,"37.04241666666667,-121.25685","-11.7,  8799,16486,  36.929,-120.947,17463,0,0",46,1
05/Oct/2019 19:22:44,RockBLOCK 15994,MO,2d31312e382c2020383830332c31363438332c202033362e3932302c2d3132302e3937362c31373436302c302c30,"36.970166666666664,-121.13335","-11.8,  8803,16483,  36.920,-120.976,17460,0,0",46,1
05/Oct/2019 19:19:33,RockBLOCK 15994,MO,2d31312e362c2020383831342c31363437372c202033362e3931312c2d3132312e3030352c31373433352c302c30,"36.87153333333333,-121.18698333333333","-11.6,  8814,16477,  36.911,-121.005,17435,0,0",46,1
05/Oct/2019 19:15:48,RockBLOCK 15994,MO,2d31302e352c2020383937312c31363338332c202033362e3930342c2d3132312e3033382c31373330332c302c30,"36.87916666666667,-120.98685","-10.5,  8971,16383,  36.904,-121.038,17303,0,0",46,1
05/Oct/2019 19:12:34,RockBLOCK 15994,MO,2d382e382c2020393931302c31353834392c202033362e3930322c2d3132312e3036352c31363535332c302c30,"36.91493333333333,-121.31033333333333","-8.8,  9910,15849,  36.902,-121.065,16553,0,0",45,1
05/Oct/2019 19:09:19,RockBLOCK 15994,MO,2d362e352c2031313439312c31353033352c202033362e3930342c2d3132312e3130332c31353633392c302c30,"36.877916666666664,-121.51043333333334","-6.5, 11491,15035,  36.904,-121.103,15639,0,0",45,1
05/Oct/2019 19:05:53,RockBLOCK 15994,MO,2d332e392c2031333331342c31343230332c202033362e3930352c2d3132312e3134372c31343639302c302c30,"36.938766666666666,-123.73991666666667","-3.9, 13314,14203,  36.905,-121.147,14690,0,0",45,1
05/Oct/2019 19:02:40,RockBLOCK 15994,MO,2d312e312c2031353333392c31333338302c202033362e3839342c2d3132312e3139352c31333838322c302c30,"36.851016666666666,-123.75231666666667","-1.1, 15339,13380,  36.894,-121.195,13882,0,0",45,1
05/Oct/2019 18:59:27,RockBLOCK 15994,MO,20312e392c2031373531332c31323538392c202033362e3838332c2d3132312e3234322c31333036382c302c30,"36.88608333333333,-121.31033333333333"," 1.9, 17513,12589,  36.883,-121.242,13068,0,0",45,1
05/Oct/2019 18:56:15,RockBLOCK 15994,MO,20342e392c2032303138372c31313731392c202033362e3836392c2d3132312e3237312c31323135322c302c30,"36.830616666666664,-121.48698333333333"," 4.9, 20187,11719,  36.869,-121.271,12152,0,0",45,1
05/Oct/2019 18:53:01,RockBLOCK 15994,MO,20382e302c2032333337352c31303739362c202033362e3835392c2d3132312e3239302c31313137332c302c30,"36.91088333333333,-121.4104"," 8.0, 23375,10796,  36.859,-121.290,11173,0,0",45,1
05/Oct/2019 18:49:47,RockBLOCK 15994,MO,31302e382c2032363934322c20393837382c202033362e3834362c2d3132312e3330372c31303235302c302c30,"36.8676,-121.28701666666667","10.8, 26942, 9878,  36.846,-121.307,10250,0,0",45,1
05/Oct/2019 18:46:36,RockBLOCK 15994,MO,31332e342c2033303839332c20383936392c202033362e3833362c2d3132312e3332322c20393333312c302c30,"36.87173333333333,-120.92526666666667","13.4, 30893, 8969,  36.836,-121.322, 9331,0,0",45,1
05/Oct/2019 18:43:20,RockBLOCK 15994,MO,31382e372c2034303230392c20373135302c202033362e3831362c2d3132312e3336372c20373434312c302c30,"36.91493333333333,-121.31033333333333","18.7, 40209, 7150,  36.816,-121.367, 7441,0,0",45,1
05/Oct/2019 18:35:50,RockBLOCK 15994,MO,32302e362c2034343535342c20363431372c202033362e3830392c2d3132312e3338362c20363636322c302c30,"36.831466666666664,-121.22536666666667","20.6, 44554, 6417,  36.809,-121.386, 6662,0,0",45,1
05/Oct/2019 18:32:36,RockBLOCK 15994,MO,32322e322c2034393031362c20353732322c202033362e3830362c2d3132312e3339372c20353934302c302c30,"36.78411666666667,-121.20213333333334","22.2, 49016, 5722,  36.806,-121.397, 5940,0,0",45,1
